假名	词性	汉字	含义
みなさん	代词	皆さん	各位，大家
こ	名词	子	孩子
よこ	名词	横	旁边，侧面
もちます	代词	持ちます	持有，携带
すみます	代词	住みます	居住
しります	代词	知ります	得知
なおします	代词	直します	修理，改正
れんしゅうします	代词	練習します	练习
けっこんします	代词	結婚します	结婚
あかるい	代词	明るい	明亮
ながい	代词	長い	长
みじかい	代词	短い	短
かるい	代词	軽い	轻
やさしい	名词	優しい	和蔼，温和，体贴
ほそい	名词	細い	小，细长，纤细
ふとい	名词	太い	粗，胖
くろい	代词	黒い	黑色的
すぐ	代词	すぐ	马上，立刻
あたまがいい	代词	頭がいい	头脑好，聪明
ようふく	名词	洋服	西服
セーター	代词	セーター	毛衣
ノートパソコン	名词	ノートパソコン	笔记本电脑
バイク	名词	バイク	摩托车
おしるこ	名词	お汁粉	年糕小豆汤
てんぷら	名词	天ぷら	天麸罗
はつもうで	名词	初詣	新年后首次参拜
けんこう	名词	健康	健康
れんあい	名词	恋愛	恋爱
ドラマ	名词	ドラマ	连续剧
あいて	名词	相手	对象，对方
こいびと	名词	恋人	恋人
せんぱい	名词	先輩	前辈
だんせい	名词	男性	男性
がいこくじん	名词	外国人	外国人
なつ	代词	夏	夏
はじめます	代词	始めます	开始
ほしい	代词	欲しい	想要（某事物）
おん	名词	音	发音，读音，字音
こえ	名词	声	声音
くうき	名词	空気	空气
むすこ	名词	息子	儿子
いしゃ	代词	医者	医生
おじょうさん	名词	お嬢さん	令爱
しゃかいじん	名词	社会人	社会的一员，成人
りょこうガイド	名词	旅行ガイド	旅行导游
がくしゃ	名词	学者	学者
パイロット	名词	パイロット	飞行员
デザイナー	名词	デザイナー	设计者，设计家
タイムサービス	名词	タイムサービス	时段廉价销售
しんしゅんセール	名词	新春セール	新年大甩卖
さんわりびき	名词	３割引	七折
ていか	名词	定価	定价
はんがく	名词	半額	半价
ねだん	名词	値段	价格
シャツ	代词	シャツ	衬衫
スカート	名词	スカート	裙子
いろ	名词	色	颜色
あか	名词	赤	红色
あお	名词	青	蓝色
おしょうがつ	名词	お正月	过年，新年
じかん	代词	時間	时间
しょうらい	名词	将来	将来
じゅんび	代词	準備	准备（～します：做准备）
びょうき	代词	病気	病，生病
なります	代词	なります	成为
うるさい	名词	うるさい	闹，使人心烦
さあ	代词	さあ	好啦（提议做某事时用）
しなもの	名词	品物	物品，商品
おさら	名词	お皿	盘子
ごみ	名词	ごみ	垃圾
しょしんしゃ	名词	初心者	初学者
じょうきゅうしゃ	名词	上級者	熟练者
こうきゅう	名词	高級	高级
じょうきゅうクラス	名词	上級クラス	高级班
えいかいわ	名词	英会話	英语会话
コース	名词	コース	路线，滑道
スキー	代词	スキー	滑雪（～をします：滑雪）
レポート	代词	レポート	报告
パスポート	代词	パスポート	护照
のど	名词	のど	喉咙
さわります	代词	触ります	摸，碰触〔门〕［ドアに～］
ぬぎます	代词	脱ぎます	脱（衣服、鞋等）
よびます	代词	呼びます	呼叫，呼唤
かえします	代词	返します	归还，还
てつだいます	代词	手伝います	帮忙，帮助
なくします	代词	なくします	遗失
おきます	代词	置きます	放置，摆放
はらいます	代词	払います	支付，付款
たちます	代词	立ちます	站，立
わすれます	代词	忘れます	忘记
すてます	代词	捨てます	丢掉，舍弃
ざんぎょうします	代词	残業します	加班
しんぱいします	代词	心配します	担心
はじめて	代词	初めて	第一次
しゅみ	代词	趣味	爱好，嗜好
とくぎ	名词	特技	特长，拿手的技术
きょうみ	名词	興味	兴趣
ゆめ	名词	夢	梦，理想
ギター	名词	ギター	吉他
こきゅう	名词	胡弓	胡琴
しょどう	名词	書道	书法
つり	代词	釣り	钓鱼（～をします：钓魚）
ドライブ	名词	ドライブ	兜风，开汽车远游
あみもの	名词	編み物	编制；编织品
てづくり	名词	手作り	手工做，自己做，手制
ちゅうかがい	名词	中華街	中华街
ちゅうかりょうり	名词	中華料理	中国菜
ギョーザ	名词	餃子	饺子
かわ	名词	皮	皮
しゅんせつ	名词	春節	春节
ししまい	名词	獅子舞	狮子舞
りょう	代词	寮	宿舍
せんたくき	名词	洗濯機	洗衣机
シャワー	代词	シャワー	淋浴
おなか	代词	おなか	肚子
じゅぎょう	名词	授業	授课，上课
しりょう	代词	資料	资料
フランスご	名词	フランス語	法语
しょうせつ	名词	小説	小说
かいがん	名词	海岸	海岸
ふゆやすみ	名词	冬休み	寒假
キャンプ	名词	キャンプ	野营
みんな	代词	みんな	全部，全体
じぶん	名词	自分	自己
ぜんいん	名词	全員	全员
ひきます	代词	弾きます	弹（钢琴等）
のぼります	代词	登ります	登，爬〔山〕［やまに～］［山に～］
あつめます	代词	集めます	收集
あびます	代词	浴びます	冲〔淋浴〕［シャワーを～］
ことば	名词	言葉	语言
メールアドレス	名词	メールアドレス	邮件地址
れんきゅう	名词	連休	连休
ゴールデンウィーク	名词	ゴールデンウィーク	黄金周
おわり	代词	終わり	结束
きゅうけいじかん	名词	休憩時間	休息时间
きょうげき	名词	京劇	京剧
きっぷ	代词	切符	票
からだ	代词	体	身体
じしん	名词	地震	地震
どろぼう	名词	泥棒	小偷，盗贼
ちゅうしゃじょう	代词	駐車場	停车场
かんがえます	代词	考えます	思考，想
しらべます	代词	調べます	调查
きます	代词	着ます	穿（衬衫等）［シャツを～］
よやくします	代词	予約します	预约
せんたくします	代词	洗濯します	洗衣服
あぶない	代词	危ない	危险
そんなに	代词	そんなに	并不（用于否定）
スキーじょう	名词	スキー場	滑雪场
そうべつかい	名词	送別会	欢送会
つごう	名词	都合	方便；情况
よてい	名词	予定	预约
おもちゃ	名词	おもちゃ	玩具
かじ	名词	火事	火灾
きかん	名词	期間	时间，期间
てんきん	名词	転勤	调动工作
けいたい	名词	携帯	手机
バドミントン	名词	バドミントン	羽毛球
ラケット	名词	ラケット	球拍
おくさん	代词	奥さん	（他人的）妻子
かしゅ	名词	歌手	歌手
だいとうりょう	代词	大統領	总统
うれしい	名词	うれしい	高兴
ねむい	代词	眠い	想睡，困
おもい	代词	重い	重
うん	代词	うん	对（不如"はい"礼貌）
しゅうまつ	代词	週末	周末
スケート	名词	スケート	滑冰，溜冰
あじ	名词	味	口味，（食物的）味道
まいかい	名词	毎回	每次，每回
つうきん	名词	通勤	上下班，通勤
ふね	代词	船	船
きじ	名词	生地	布料，衣料
へいてんじこく	名词	閉店時刻	关门时间
そつぎょうしき	名词	卒業式	毕业典礼
こい	名词	濃い	口味）重；浓
うすい	名词	薄い	口味）轻；薄
はやい	名词	早い	早
おそい	代词	遅い	慢，晚
たぶん	代词	たぶん	大概，可能
ハイキング	名词	ハイキング	郊游，远足
おわかれ	名词	お別れ	分别，分手
はなし	名词	話	说话
みおくり	名词	見送り	送行，送别
あいだ	名词	間	当中，之间，期间
ほうりつ	名词	法律	法律
おもいます	代词	思います	想，认为，觉得
いいます	代词	言います	说
やめます	代词	やめます	〔职〕，停止，放弃［かいしゃを～］［会社を～］
けんきゅうします	代词	研究します	研究
おかしい	名词	おかしい	奇怪，可笑，不正常
すごい	代词	すごい	厉害（的）（有褒或贬的意思）
うま	名词	馬	马
どうやって	代词	どうやって	怎样，如何
やくにたちます	代词	役に立ちます	有用，起作用
すうがく	名词	数学	数学
せんもん	代词	専門	专业，专长
じょゆう	名词	女優	女演员
えいぎょうか	名词	営業課	营业科
しがい	名词	市街	市内，市街，繁华街道
どうろ	名词	道路	道路，马路
こうつうりょう	名词	交通量	交通流量，通行量
くうこう	代词	空港	机场
こうそくどうろ	名词	高速道路	高速公路
ぶひんこうじょう	名词	部品工場	零件制造厂
エレベーター	代词	エレベーター	电梯
えほん	名词	絵本	图画书，连环画
しぜん	名词	自然	大自然
きゅうりょう	名词	給料	工资
こんや	名词	今夜	今天晚上
けが	名词	けが	伤
とまります	代词	泊まります	住（饭店）［ホテルに～］
とります	代词	取ります	上（年纪）［としを～］［年を～］
うまれます	代词	生まれます	出生
おおあめ	名词	大雨	大雨
さくら	代词	桜	櫻花
つき	名词	月	月亮
ひょう	名词	表	表
あくしゅ	名词	握手	握手
しゅうかん	名词	習慣	习惯
おじぎ	名词	お辞儀	鞠躬
あいさつ	名词	あいさつ	寒暄
て	代词	手	手
おきゃくさん	名词	お客さん	顾客，客人
ふつう	代词	普通	普通车
つぎ	名词	次	这回，下面，下回
スーパー	代词	スーパー	超级市场
りょうきん	名词	料金	费用
かいひ	名词	会費	会费
バーゲン	名词	バーゲン	降价出售
クレジットカード	名词	クレジットカード	信用卡
いろえんぴつ	名词	色鉛筆	彩色铅笔
ほうさく	名词	豊作	丰收
なか	名词	仲	关系，友情，友谊
わすれもの	名词	忘れ物	忘记的东西，遗忘的物品
たります	代词	足ります	足够
ほとんど	名词	ほとんど	基本上，几乎
けいざい	代词	経済	经济
こくさいかんけいがく	名词	国際関係学	国际关系学
おおぜい	名词	大勢	许多，众多
こうこう	名词	高校	高中
にっき	代词	日記	日记
きょうし	代词	教師	教师
おとしより	名词	お年寄り	老年人
ラジオたいそう	名词	ラジオ体操	广播体操
しゃこうダンス	名词	社交ダンス	交际舞
たっきゅう	名词	卓球	乒乓球
バスケットボール	名词	バスケットボール	篮球
スポーツセンター	名词	スポーツセンター	体育中心
にゅうえんりょう	名词	入園料	门票，入园费
ゆうりょう	名词	有料	收费
しょう	名词	賞	奖
きょく	名词	曲	乐曲，歌曲
し	名词	詩	诗歌
しんごう	代词	信号	红绿灯
はさみ	代词	はさみ	剪刀
ぶひん	名词	部品	零部件
アルバイト	代词	アルバイト	打工（～をします：打工）
スピーチ	代词	スピーチ	演讲（～をします：进行演讲）
グラフ	名词	グラフ	图表
きかく	名词	企画	策划，计划
せつめい	名词	説明	说明
ごはん	名词	ご飯	饭
さとう	代词	砂糖	砂糖
かいがいりょこう	名词	海外旅行	海外旅行
こと	名词	こと	事情
おじいさん	代词	おじいさん	爷爷；老大爷
おばあさん	代词	おばあさん	奶奶；老奶奶
あね	代词	姉	（我）姐姐
いります	代词	要ります	要，需要〔签证〕［ビザが～］
いれます	代词	入れます	放入，放进
マフラー	名词	マフラー	围巾
ネックレス	名词	ネックレス	项链
かぐ	名词	家具	家具
ぶんしょう	名词	文章	文章
いみ	代词	意味	意思
ふんいき	名词	雰囲気	气氛
はつおん	名词	発音	发音
ふどうさんや	名词	不動産屋	房产公司
いんしょくてん	名词	飲食店	饮食店
たいしかん	代词	大使館	大使馆
しんきょ	名词	新居	新居
ひっこし	名词	引っ越し	搬家
きんじょ	名词	近所	附近
まご	名词	孫	孙子，孙女
かかり	名词	係	工作人员，主管人员
ししゃちょう	名词	支社長	分公司经理
しゅうしょく	名词	就職	就业
インターネット	名词	インターネット	互联网
くれます	代词	くれます	给（我）
あんないします	代词	案内します	带路，引路
しょうかいします	代词	紹介します	介绍
しつもん	名词	質問	提问，问题
ばあい	名词	場合	场合，情况
めいわく	名词	迷惑	麻烦
フジ	名词	フジ	紫藤
カササギ	名词	カササギ	喜鹊
